Id,Name,Theme,PointOfView,Type,Criterion
223,DESIGN-4-7,デザイン思考,アンチパターン,デザインシステムの管理,各プラットフォーム（iOS/Android/Web）などで過度に統一の体験を設計しようとしすぎてしまい、それぞれの流儀にそぐわないUIとなってしまっている。
224,DESIGN-4-8,デザイン思考,アンチパターン,デザインシステムの管理,各画面やパーツごとに組み込まれた細やかなアニメーションや音、振動、トランジションといった動きのあるUI要素がガイドラインに組み込まれていない。
225,DESIGN-5-1,デザイン思考,メトリクスの計測,デザイン組織,事業に必要なUI/UXデザインの過半数を内製化できているか。
226,DESIGN-5-2,デザイン思考,学習と改善,デザイン組織,デザイン組織のリーダーは、自社戦略に必要なデザイナーの人事戦略を自ら立案しており、採用・育成についての権限と責任を負っているか。
227,DESIGN-5-3,デザイン思考,プラクティス,デザイン組織,全社のクリエイティブや顧客体験デザインを担う専門知識を持った経営幹部がいるか。
228,DESIGN-5-4,デザイン思考,プラクティス,デザイン組織,内製のデザイン組織を持ち、ガイドラインなどを用いて、内製化すべきことと外部の専門家集団を活用することを明確にしているか。
229,DESIGN-5-5,デザイン思考,プラクティス,デザイン組織,事業責任者は顧客体験やデザイン思考のトレーニングを受けているか。
230,DESIGN-5-6,デザイン思考,アンチパターン,デザイン組織,デザイナーがプロジェクトを横断して派遣され、兼務が多くなったり関わる期間が短くなるため、各プロダクトにおけるユーザーへの共感や事業価値の理解が弱くなっている。
231,DESIGN-5-7,デザイン思考,アンチパターン,デザイン組織,個別のプロダクトや事業チームごとに専任で配置されるのみとなっており、デザイナーとしてのキャリアやスキル向上のサポートが乏しい。
232,DESIGN-5-8,デザイン思考,アンチパターン,デザイン組織,デザイナーがプロジェクトの意思決定に関われなかったり、デザイナーに情報を伝えるのが遅いため、カスタマージャーニー全体に対する価値が発揮しづらくなっている。
233,DESIGN-6-1,デザイン思考,メトリクスの計測,プロトタイピング,少なくとも四半期に1回以上の戦略仮説に向けたサービスプロトタイプを作成しているか。
234,DESIGN-6-2,デザイン思考,学習と改善,プロトタイピング,一年に一度以上の頻度で経営幹部も参加するプロトタイプづくりのワークショップを行っているか。
235,DESIGN-6-3,デザイン思考,プラクティス,プロトタイピング,ある課題の発散のフェーズでは、プロトタイプは極端な仮説に基づいて複数個つくられているか。
236,DESIGN-6-4,デザイン思考,プラクティス,プロトタイピング,デザイナーやプロダクトオーナーはプロトタイピング専用ツールを使うことができるか。
237,DESIGN-6-5,デザイン思考,プラクティス,プロトタイピング,作ったプロトタイプは、一度破棄してから製品用の設計を行っているか。
238,DESIGN-6-6,デザイン思考,アンチパターン,プロトタイピング,プロトタイプを作るために、プレゼンや大きな稟議が必要になり、プロトタイピングの前に頓挫することが多い。
239,DESIGN-6-7,デザイン思考,アンチパターン,プロトタイピング,MVPを特定せずに、プロトタイピングに製品版の完成度を求めてしまう。(プロトタイプはどれだけ雑に仮説検証が達成できるかが重要である。)
240,DESIGN-6-8,デザイン思考,アンチパターン,プロトタイピング,一度のプロトタイピングで、中止や製品化を判断してしまう。
241,DESIGN-7-1,デザイン思考,メトリクスの計測,ユーザビリティテスト,ユーザビリティパフォーマンステストを行い、タスク達成率などを継続的または周期的にトラッキングしているか。
242,DESIGN-7-2,デザイン思考,学習と改善,ユーザビリティテスト,新規・既存顧客について継続的にユーザビリティの変化がないか示すメトリクス（タスクの成功率など）を計測し、それをもとに改善を行っているか。
243,DESIGN-7-3,デザイン思考,プラクティス,ユーザビリティテスト,重要機能のタスク成功率/タスク実施時間/学習効率などを計測しているか。
244,DESIGN-7-4,デザイン思考,プラクティス,ユーザビリティテスト,実際のリリース後も入力エラーやタスク時間などを計測しているか。
245,DESIGN-7-5,デザイン思考,プラクティス,ユーザビリティテスト,自己申告メトリクスなどを用いて、印象を含めた満足度のテストをおこなっているか。
246,DESIGN-7-6,デザイン思考,アンチパターン,ユーザビリティテスト,ユーザー調査（何が課題かの発見）とユーザビリティテスト（使い心地が良いか、どのような印象を抱いたか）を区別せず同時に行ってしまう。
247,DESIGN-7-7,デザイン思考,アンチパターン,ユーザビリティテスト,事業KPIとの関連の薄い些細な項目ばかりに時間を使ってしまう。
248,DESIGN-7-8,デザイン思考,アンチパターン,ユーザビリティテスト,３名以下の少なすぎるユーザビリティテスト対象者の結果に振り回されてしまう。
249,DESIGN-8-1,デザイン思考,メトリクスの計測,プロダクトマネジメント,権限を持ったプロダクトマネージャという役職が存在し、１サービスに専任の１名以上が任命されているか。
250,DESIGN-8-2,デザイン思考,学習と改善,プロダクトマネジメント,幹部人材に対して、プロダクトマネジメントのスキルについての継続的な学習機会を提供できているか。
251,DESIGN-8-3,デザイン思考,プラクティス,プロダクトマネジメント,プロダクトへの要求をユーザーストーリーなど開発チームと合意したバックログアイテムの単位で明文化し、その優先順位をつけることができているか。
252,DESIGN-8-4,デザイン思考,プラクティス,プロダクトマネジメント,事業フェーズに応じて、プロダクトマーケティングや詳細な要求分析、UX評価など適切な分業体制を引くことができているか。
253,DESIGN-8-5,デザイン思考,プラクティス,プロダクトマネジメント,プロダクトの仮説をバリュープロポジションキャンバスや、仮説キャンバスなどで明文化した上で機能定義を行っているか。
254,DESIGN-8-6,デザイン思考,アンチパターン,プロダクトマネジメント,プロダクトマネージャがソフトウェアプロダクト開発やデザインに関する知見や関心が薄く、チームの関係性が悪化している。
255,DESIGN-8-7,デザイン思考,アンチパターン,プロダクトマネジメント,プロダクトマネージャとビジネスプロセスやマーケット部門との関係性が薄く、それ起因の実運用によるトラブルが、ほぼ毎回発生している。
256,DESIGN-8-8,デザイン思考,アンチパターン,プロダクトマネジメント,プロダクトマネージャという役割に予算執行の権限と責任がない。
257,CORPORATE-1-1,コーポレート,メトリクスの計測,スパン・オブ・コントロール,スパン・オブ・コントロールの基準を(最低4名-最大10名など)設けており、それに外れた部門数などをモニタリングしているか。
258,CORPORATE-1-2,コーポレート,学習と改善,スパン・オブ・コントロール,兼務及びスパン・オブ・コントロールの基準が適切になるように、定期的に改善が行われているか。
259,CORPORATE-1-3,コーポレート,プラクティス,スパン・オブ・コントロール,人事制度上、管理職位の設定は人事考課上の等級と独立して設置されるようになっているか。（部長職じゃないと、この給与にならないといったような職位と等級が一致するものでないか。）
260,CORPORATE-1-4,コーポレート,プラクティス,スパン・オブ・コントロール,どのメンバーにとっても業務的な命令を行う上司は１名か。（その原則が崩れているメンバーを列挙して把握しているか。マトリクス組織であっても指揮系統は１つであるか。）
261,CORPORATE-1-5,コーポレート,プラクティス,スパン・オブ・コントロール,行っている業務と部門の役割が一致するように部門のミッションステートメント（業務分掌）を明確に決めて全社に公開しているか。
262,CORPORATE-1-6,コーポレート,アンチパターン,スパン・オブ・コントロール,人事評価者と指示を行う者の不一致がある組織になっている。または、一致するかの確認ができていない。
263,CORPORATE-1-7,コーポレート,アンチパターン,スパン・オブ・コントロール,部下が0名ないし1名の管理職が存在する。
264,CORPORATE-1-8,コーポレート,アンチパターン,スパン・オブ・コントロール,組織のガイドラインが存在しない、もしくはガイドラインが存在していても例外が常態化している。
265,CORPORATE-2-1,コーポレート,メトリクスの計測,開発者環境投資,プロダクト開発に関係する全ステークホルダーに対して、自社のIT環境の満足度やeNPS℠を定期的に測定しているか。
266,CORPORATE-2-2,コーポレート,学習と改善,開発者環境投資,働く環境について、事業競合や採用競合ともコミュニケーションする機会を意識的に持ち、従業員の満足度において常に改善を繰り返しているか。
267,CORPORATE-2-3,コーポレート,プラクティス,開発者環境投資,開発者(およびデザイナー)は、職務遂行に十分なスペックの開発マシンを貸与されているか。(開発マシンは、開発者からのアンケートなどを通じて満足が確認されているか。）
268,CORPORATE-2-4,コーポレート,プラクティス,開発者環境投資,従業員が作成したソフトウェアライブラリを、自社のOSSまたは個人のOSSとして公開するためのガイドラインを準備しており、何らかソフトウェアを公開しているか。
269,CORPORATE-2-5,コーポレート,プラクティス,開発者環境投資,オフィス内のWi-Fi速度は安定して100Mbpsを超えており、人数規模に十分なキャパシティを持っているか。
270,CORPORATE-2-6,コーポレート,アンチパターン,開発者環境投資,ソフトウェア開発作業を行う場所で、自由にインターネットを使うことができない。（たとえば、SNSをつかわせないなど）
271,CORPORATE-2-7,コーポレート,アンチパターン,開発者環境投資,障害対応など予測の困難な業務や、輪番対応等の計画された定時外業務があっても、定時出勤することを求めている。
272,CORPORATE-2-8,コーポレート,アンチパターン,開発者環境投資,従業員は自身のパソコンへの自由なソフトウェアのインストールを過度に制限されている。
273,CORPORATE-3-1,コーポレート,メトリクスの計測,コミュニケーションツール,チャットツールにおける全社員が閲覧可能な状態でのコミュニケーションの割合を測定しているか。
274,CORPORATE-3-2,コーポレート,学習と改善,コミュニケーションツール,ここ１年以内に管理職以上で、「コミュニケーションの透明性向上」を目的とした対策を検討し実施したか。
275,CORPORATE-3-3,コーポレート,プラクティス,コミュニケーションツール,チャットサービスは全社で同一のサービスが導入され、チャットを通じた業務上の手続きの自動化(ChatOps)が可能か。
276,CORPORATE-3-4,コーポレート,プラクティス,コミュニケーションツール,社内ナレッジの管理のために、大多数の従業員が気軽にwebベースの文書が作成できる、Wikiサービス等を導入しているか。
277,CORPORATE-3-5,コーポレート,プラクティス,コミュニケーションツール,各部門は、自部門の仕事をメールベースあるいはチャットなどフロー情報を扱うツールではなく、ストック情報を扱うチケットツールベースで受け取る環境があるか。
278,CORPORATE-3-6,コーポレート,アンチパターン,コミュニケーションツール,各種ミーティングにおいて、オンラインでアクセスできる共通の議事録をとっていない。
279,CORPORATE-3-7,コーポレート,アンチパターン,コミュニケーションツール,意思決定者や管理者がチャットツールにログインしておらず、コミュニケーションが取れない。
280,CORPORATE-3-8,コーポレート,アンチパターン,コミュニケーションツール,チャットツールを通じた雑談を禁止している。または雑談をやめるように注意喚起を促したことがある。
281,CORPORATE-4-1,コーポレート,メトリクスの計測,人事制度・育成戦略,理想的な自社従業員のスキルセット構成から逆算した採用・育成計画が中長期の計画として定義されているか。
282,CORPORATE-4-2,コーポレート,学習と改善,人事制度・育成戦略,全社員のスキルセットやキャリアを管理しているタレントマネジメントシステムを導入していて、データと計画をアップデートしているか。
283,CORPORATE-4-3,コーポレート,プラクティス,人事制度・育成戦略,プロダクト開発に関わる従業員一人あたり年間12万円(月額1万円)以上の教育研修予算があるか。
284,CORPORATE-4-4,コーポレート,プラクティス,人事制度・育成戦略,専門職向けのジョブ型人事制度があり、管理職と同等かそれ以上の給与で従事しているメンバーが存在するか。
285,CORPORATE-4-5,コーポレート,プラクティス,人事制度・育成戦略,リモートワークやフレックスタイムなどの柔軟な働き方を導入しているか。
286,CORPORATE-4-6,コーポレート,アンチパターン,人事制度・育成戦略,高度な専門人材に対して、市場変化を考慮した年収額のアップデートができない人事制度になっている。
287,CORPORATE-4-7,コーポレート,アンチパターン,人事制度・育成戦略,自己学習のための書籍や、オンライン学習の補助手当がない。
288,CORPORATE-4-8,コーポレート,アンチパターン,人事制度・育成戦略,新入社員向けカリキュラムが、自社内でしか通用しないノウハウに特化したものとなっている。
289,CORPORATE-5-1,コーポレート,メトリクスの計測,デジタル人材採用戦略,ソフトウェアエンジニアの採用活動を常に行っており、毎年十分なペースでソフトウェアエンジニアを採用できているか。
290,CORPORATE-5-2,コーポレート,学習と改善,デジタル人材採用戦略,採用管理システムが導入され、採用に関わる全てのステップ、チャネルからの情報が遅滞なく不足なく集約されているか。
291,CORPORATE-5-3,コーポレート,プラクティス,デジタル人材採用戦略,候補者の方との初回面談から、オファーまでのリードタイムを目標とともに管理しているか。（長すぎる選考プロセスは、人材獲得の妨げになる。）
292,CORPORATE-5-4,コーポレート,プラクティス,デジタル人材採用戦略,採用したい人材の基準を明確化したJob Description（求人票）が存在し、現場エンジニアとともに表現を見直すためのワークフローが整備されていて、直近一ヶ月以内に更新されているか。
293,CORPORATE-5-5,コーポレート,プラクティス,デジタル人材採用戦略,中途採用におけるリファラル採用（社員からの紹介による採用）の比率が全体採用数の30%を超えているか。
294,CORPORATE-5-6,コーポレート,アンチパターン,デジタル人材採用戦略,採用部門の予算計画が存在しない、または行使可能な予算金額が年間の採用目標人数の年収合計に対して25%以下しかない。
295,CORPORATE-5-7,コーポレート,アンチパターン,デジタル人材採用戦略,「募集職種：Webエンジニア」のように曖昧な表現しかされておらず、どのようなスキルやキャリアが求められているのかの解像度が低い。
296,CORPORATE-5-8,コーポレート,アンチパターン,デジタル人材採用戦略,経営や幹部人材が、人材採用に対して責務を負っておらず十分な時間と熱量を費やしていない。
297,CORPORATE-6-1,コーポレート,メトリクスの計測,モダンなITサービスの活用,従業員の情報システムへの満足度と利用度、申請から承認までのリードタイムなどの指標を継続的に測定し、改善に生かしているか。
298,CORPORATE-6-2,コーポレート,学習と改善,モダンなITサービスの活用,SaaS間の自動連携を目的としたサービス(iPaaSやLow Code系ツールなど)を導入しており、業務の自動化や効率化をするためのBPR活動を事業部主体で実行しているか。
299,CORPORATE-6-3,コーポレート,プラクティス,モダンなITサービスの活用,業務に合わせて社内のシステム開発を行うのではなく、デファクトなSaaSなどの利用を行い、そのツールに業務自体をフィットさせているか。
300,CORPORATE-6-4,コーポレート,プラクティス,モダンなITサービスの活用,表計算やプレゼン資料などはすべてクラウド上で共同編集できるようになっているか。
301,CORPORATE-6-5,コーポレート,プラクティス,モダンなITサービスの活用,自身のスマートフォン、または貸与されたスマートフォンを用いて、会社の予定・メール・コミュニケーションツールなどを利用できるか。
302,CORPORATE-6-6,コーポレート,アンチパターン,モダンなITサービスの活用,決裁書類がワークフローツールだけで完結しない。
303,CORPORATE-6-7,コーポレート,アンチパターン,モダンなITサービスの活用,古いバージョンのOSやブラウザでしか動作しないツールが使われている。
304,CORPORATE-6-8,コーポレート,アンチパターン,モダンなITサービスの活用,業務で利用しているシステムにシステム間連携を目的としたAPIが用意されていない。
305,CORPORATE-7-1,コーポレート,メトリクスの計測,経営のデジタルファースト,データとデジタル技術を用いて、どのように事業変革をしていくのかのビジョンを明文化して経営メッセージとして発信し、その推進経営指標をもっているか。
306,CORPORATE-7-2,コーポレート,学習と改善,経営のデジタルファースト,ソフトウェアエンジニアとしての業務経験のあるCTOないし技術担当取締役が存在し、技術戦略についての策定を主導的に行っているか。
307,CORPORATE-7-3,コーポレート,プラクティス,経営のデジタルファースト,デジタル技術を活用した経営変革を担う担当役員（CDO等）が存在するか。
308,CORPORATE-7-4,コーポレート,プラクティス,経営のデジタルファースト,自社システムの戦略(競争領域・非競争領域の定義)を明確化しており、競争領域のプロダクト開発を内製人材でコントロールできているか。
309,CORPORATE-7-5,コーポレート,プラクティス,経営のデジタルファースト,デジタル事業および人材獲得に向けたM&A・投資戦略を遂行するための部隊が存在するか。
310,CORPORATE-7-6,コーポレート,アンチパターン,経営のデジタルファースト,IT予算の過半をソフトウェア資産として計上し、予算決裁のためにリードタイムの長い（１ヶ月以上かかるような）意思決定フローを挟んでいる。
311,CORPORATE-7-7,コーポレート,アンチパターン,経営のデジタルファースト,継続的なシステム改善のためのプロダクトマネジメント経験者がいない。そのため、開発チームとの関係が受発注構造になっている。（情報子会社問題）
312,CORPORATE-7-8,コーポレート,アンチパターン,経営のデジタルファースト,競争領域ではないシステムについて、業務フローをSaaSに合わせて変更するのではなく、既存の業務フローに合わせてパッケージソフト等をカスタマイズしている。
313,CORPORATE-8-1,コーポレート,メトリクスの計測,攻めのセキュリティ,セキュリティ担当者の人事評価における評価基準に事業や従業員の生産性改善が組み込まれているか。
314,CORPORATE-8-2,コーポレート,学習と改善,攻めのセキュリティ,社内のセキュリティ担当者が、近年のセキュリティ動向やシフトレフト、リモートワークについて理解し、事業部門とともに開発リードタイムや生産性の改善のために必要な措置をおこなっているか。
315,CORPORATE-8-3,コーポレート,プラクティス,攻めのセキュリティ,インシデントレスポンスチームが、社内の専門家と事業責任者を含むチームにより構成されていて、インシデント時の予行練習をおこなっているか。
316,CORPORATE-8-4,コーポレート,プラクティス,攻めのセキュリティ,境界防御モデルではなく、ゼロトラストモデルのセキュリティネットワークを構築しているか。
317,CORPORATE-8-5,コーポレート,プラクティス,攻めのセキュリティ,セキュリティの意思決定は、定期的に行われているリスクアセスメントにともない、リスクとリターンを定量的に評価した上で行われているか。
318,CORPORATE-8-6,コーポレート,アンチパターン,攻めのセキュリティ,管理・監視できない領域のITサービスの利用が行われていること(シャドウIT)に対して対策が打てていない。
319,CORPORATE-8-7,コーポレート,アンチパターン,攻めのセキュリティ,"""パスワードの定期的な変更を強制する""、""添付メールでパスワード付きZIP形式のファイルを送信し、別途パスワードをメールで送る""などの現在ではセキュリティ価値が低いとされるルールが残っている。"
320,CORPORATE-8-8,コーポレート,アンチパターン,攻めのセキュリティ,従業員および経営幹部に対して、リモートワークのリスクなどの最新のトレンドなどが取り入れたセキュリティ教育がなされていない。
321,CORPORATE-9-1,コーポレート,メトリクスの計測,リモートワーク,目標、予定、業務に必要な情報の95%がリモートワーク環境からアクセスでき、業務を完結できるか。
322,CORPORATE-9-2,コーポレート,学習と改善,リモートワーク,リモートワークにおいて、従業員へのヒアリングなどを通じ、環境面や心身の健康面において常に改善を繰り返しているか。
323,CORPORATE-9-3,コーポレート,プラクティス,リモートワーク,在宅ワーク、リモートワークのための通信回線やデスク／チェアの支援制度が用意されている。
324,CORPORATE-9-4,コーポレート,プラクティス,リモートワーク,リモートワークを生産的に進めるためのオンライン会議や非同期コミュニケーションのガイドラインがあり、6ヶ月以内に見直しされている。
325,CORPORATE-9-5,コーポレート,プラクティス,リモートワーク,業務時間中に、ニュアンスや雰囲気を含めた情報交換ができるように雑談を積極的に取り入れるための工夫をしているか。
326,CORPORATE-9-6,コーポレート,アンチパターン,リモートワーク,アウトプットでみるのではなく、PCの起動時間などで業務を監視している。
327,CORPORATE-9-7,コーポレート,アンチパターン,リモートワーク,リモートワーカーとオフィスワーカーで情報に格差が生じている。
328,CORPORATE-9-8,コーポレート,アンチパターン,リモートワーク,オンラインのマネジメントに積極的に適応できずに、オフラインに固執するマネージャがいる。